454.39701178818757 261.859355029364 451.57574846457373 256.90109176731846
924.5920394956372 274.94120294660496 918.0845363260996 275.1085890846843
51.222530856308346 221.7360792041394 48.183089924486495 219.89558019242054
291.88654649954447 370.58164496029866 300.2927854792171 370.5422453438492
832.162447029744 148.2642782459712 836.0875923634586 139.30149220815878
803.2662782257762 599.4089200023978 810.0759954222243 603.3094052323398
257.57562659107225 940.5038770376568 259.64132890169975 945.2343911196841
784.5044025966463 924.358072173702 778.2558628670105 918.0341304575636
810.4979393653423 724.8557701196993 803.7371961651462 719.0499483875677
251.8472385048487 191.53060273599408 251.3480952276019 193.74482410008554
809.3671561532178 336.2415185696317 800.216616215152 333.274957956381
103.77893977544306 696.2708798233713 100.53878668809807 695.2409298261966
85.67634177065963 135.9110646313991 83.30624347894553 140.17801746904746
469.94745777708044 576.5012926116502 469.0757425197703 573.7618715031873
930.4958457356902 274.037056133724 930.9807714643033 273.6554314465365
439.8900401547212 503.3216995830401 447.40620036254455 504.34470365206374
899.8044159320958 148.1310092691648 894.1570981966693 154.35925038427422
954.3696664061317 308.72233167770105 953.9895940613447 305.14529354650466
601.9981964102184 91.47707619027312 601.3179462125397 99.10875126745593
226.10672075665872 471.75549011492126 230.444352814428 469.7328020795659
108.04340940903656 156.9768944229577 100.96504744728975 159.88254960390753
543.7726588733261 217.07781098962786 544.4543042008453 217.64275059187491
399.12729395855996 700.4202422121924 407.86662001179417 702.0170846047079
48.27850146405088 766.0892371139255 46.9150115906797 766.5347539056708
490.63410870865164 884.418722616942 490.6230054194706 875.2546925359255
686.1595954177246 50.7506232545909 686.5336218059705 47.63367487512294
564.0418090403932 875.5283554435238 572.6906299922056 880.1886763876503
534.2164171406622 649.5053348205187 533.049025022944 651.0446484731802
461.9267481594441 415.87683523898687 463.62650519754425 412.73074461607
646.883282209767 937.6058903331104 644.0854599238652 932.5238876752371
196.35183621003605 945.6489727238348 205.2893236808603 947.5414190449839
594.2257343172492 486.47445144519577 590.6485858644165 485.7145871552927
897.1945076875296 346.9917923157122 889.5386814171586 351.95262973947564
988.3962256450587 92.7572543433779 995.4762384101284 91.59275169454848
407.5534682326121 161.62912153078236 401.36201759293806 163.3971760788763
339.97698371308695 969.022430405955 345.3207668005128 966.412909364723
975.746306618378 78.5463199364136 977.8312976499673 76.59764368410475
839.1049133882507 939.5008498524313 835.8132088215342 946.5631497938248
296.4380681474966 947.2490499779486 298.99453593233255 946.9688313829936
624.9938416564725 258.66699285041005 623.3990279844579 256.8959513870869
279.80328714151983 847.3303633471847 282.3831133729986 850.8593754365437
77.35052182283275 840.2258444052475 77.80324773741053 836.0994068166144
92.86459148231718 105.72994006552938 94.85870176541887 114.08243645798723
56.13748899684323 317.7675413620922 55.91472546543946 320.66966624159255
831.6879777921623 849.1125406147411 839.3892117009499 846.7359455468799
288.8395463519189 462.0217310662941 291.3832165677733 463.67513915809616
146.22938890737802 805.6948283931123 150.51255164144197 807.3594837218699
897.7687699760295 983.8688645757077 901.417726009462 982.2527407092425
45.794906613268125 888.6093740702779 46.79800055378834 882.9700066557563
358.3315634461484 193.98105298588354 360.35208260374475 188.02336680737127
19.536986332594818 142.29774287325492 26.707901314830703 146.7821531119045
